ID,LASTNAME,FIRSTNAME,STATE,PHONE,EMAIL,GRADYEAR,GPA,PROGRAM,NEWSLETTER
587980,Gilmore, Adelaida, Florida, (239) 555-1354, agilmore2@alumni.rouxacademy.com,2007,3.64, Photography, YES
562723,Nielsen, Cary, Texas, (325) 555-1056, cnielsen3@alumni.rouxacademy.com,2005,2.59, Animation, YES
317049,Clay, Cordelia, Tennessee, (615) 555-1059, cclay5@alumni.rouxacademy.com,2004,3.94, Graphic Design, YES
459596,Mccormick, Lavonda, Kansas, (316) 555-7108, lmccormick2@alumni.rouxacademy.com,2002,2.86, Fine Art and Visual Culture, YES
515807,Chambers, Vannessa, Montana, (406) 555-4426, vchambers@alumni.rouxacademy.com,2011,2.33, Fine Art and Visual Culture, NO
615256,Cameron, Tammie, Ohio, (234) 555-5278, tcameron2@alumni.rouxacademy.com,2005,3.55, Photography, NO
243842,Lott, Arvilla, North Carolina, (336) 555-2512, alott2@alumni.rouxacademy.com,2006,2.42, Photography, NO
804282,Ellis, Carlos, Illinois, (773) 555-5362, cellis3@alumni.rouxacademy.com,2003,2.72, Fashion and Textile Design, NO
447465,Alvarado, Rosia, Minnesota, (320) 555-3249, ralvarado4@alumni.rouxacademy.com,2009,2.76, Fine Art and Visual Culture, NO
97655,Jordan, Fanny, Virginia, (434) 555-9095, fjordan@alumni.rouxacademy.com,2001,3.52, Photography, YES
251024,Caldwell, Mara, New Jersey, (862) 555-7843, mcaldwell6@alumni.rouxacademy.com,2001,2.19, Fine Art and Visual Culture, YES
868075,Moody, Julio, Georgia, (470) 555-4161, jmoody2@alumni.rouxacademy.com,2002,2.88, Photography, NO
762861,Stevenson, Aliza, Nebraska, (531) 555-2384, astevenson2@alumni.rouxacademy.com,2004,2.61, Fine Art and Visual Culture, YES
775997,Mueller, Dovie, Delaware, (302) 555-3511, dmueller@alumni.rouxacademy.com,2006,2.46, Animation, NO
641749,Garner, Deb, Arizona, (602) 555-4237, dgarner4@alumni.rouxacademy.com,2008,3.92, Graphic Design, YES
189484,Sykes, Jena, California, (559) 555-1039, jsykes3@alumni.rouxacademy.com,2007,2.29, Photography, YES
568822,Russell, Karlyn, West Virginia, (304) 555-1957, krussell2@alumni.rouxacademy.com,2002,2.96, Photography, NO
919932,Greene, Julia, New Hampshire, (603) 555-1251, jgreene3@alumni.rouxacademy.com,2003,3.06, Graphic Design, YES
344038,Madden, Mable, Arizona, (520) 555-5237, mmadden6@alumni.rouxacademy.com,2008,2.06, Photography, YES
892641,Kelly, Mary, Indiana, (574) 555-5468, mkelly4@alumni.rouxacademy.com,2005,3.74, Fashion and Textile Design, NO
784915,Trevino, Nelia, Idaho, (208) 555-5089, ntrevino@alumni.rouxacademy.com,2000,2.82, Fashion and Textile Design, YES
78660,Hanson, Latoyia, California, (323) 555-6454, lhanson2@alumni.rouxacademy.com,2007,2.34, Fashion and Textile Design, YES
759261,Waters, Janay, Maryland, (443) 555-2887, jwaters2@alumni.rouxacademy.com,2001,3.9, Graphic Design, YES
434336,Soto, Kerri, Florida, (786) 555-2681, ksoto2@alumni.rouxacademy.com,2005,2.2, Graphic Design, YES
330107,Mosley, Christoper, Michigan, (231) 555-6594, cmosley@alumni.rouxacademy.com,2006,2.66, Animation, NO
484924,Page, Bethel, Iowa, (319) 555-9638, bpage@alumni.rouxacademy.com,2006,2.31, Fine Art and Visual Culture, YES
770545,Patton, Gerald, California, (909) 555-7092, gpatton@alumni.rouxacademy.com,2003,2.15, Fine Art and Visual Culture, NO
811657,Carson, Katerine, California, (831) 555-6659, kcarson@alumni.rouxacademy.com,2004,3.71, Fashion and Textile Design, NO
238520,Rose, Monroe, North Carolina, (336) 555-7498, mrose3@alumni.rouxacademy.com,2001,3.48, Fashion and Textile Design, NO
41859,Velasquez, Marylouise, Massachusetts, (351) 555-0713, mvelasquez5@alumni.rouxacademy.com,2008,3.94, Photography, YES
481185,Mckay, Kandi, Texas, (254) 555-5178, kmckay3@alumni.rouxacademy.com,2005,3.65, Animation, YES
343704,Oneal, Lourie, California, (916) 555-9536, loneal4@alumni.rouxacademy.com,2006,3.45, Fine Art and Visual Culture, YES
932182,Rice, Janis, North Carolina, (704) 555-5616, jrice@alumni.rouxacademy.com,2011,3.86, Fashion and Textile Design, NO
180729,Henson, Ailene, Arkansas, (870) 555-3333, ahenson@alumni.rouxacademy.com,2000,2.28, Graphic Design, NO
790400,Young, Lemuel, Texas, (713) 555-2713, lyoung2@alumni.rouxacademy.com,2007,3.65, Animation, YES
423383,Logan, Saran, Florida, (772) 555-5578, slogan4@alumni.rouxacademy.com,2005,2.74, Animation, NO
999633,Durham, Beverley, New York, (716) 555-3277, bdurham5@alumni.rouxacademy.com,2000,2.64, Graphic Design, YES
298011,Hart, Rubi, Texas, (979) 555-2809, rhart2@alumni.rouxacademy.com,2006,2.18, Photography, YES
504378,Ford, Henrietta, Wisconsin, (920) 555-8747, hford@alumni.rouxacademy.com,2000,3.93, Fine Art and Visual Culture, NO
963324,Baldwin, Pedro, Wisconsin, (920) 555-6925, pbaldwin@alumni.rouxacademy.com,2009,3.23, Graphic Design, YES
954427,Foley, Christinia, Mississippi, (769) 555-9684, cfoley2@alumni.rouxacademy.com,2003,3.35, Photography, NO
752011,Perez, Rubin, Arizona, (623) 555-6548, rperez2@alumni.rouxacademy.com,2010,3.54, Graphic Design, NO
394888,Powell, Euna, California, (661) 555-3447, epowell@alumni.rouxacademy.com,2011,3.58, Graphic Design, NO
394281,Nichols, Eneida, California, (714) 555-6746, enichols2@alumni.rouxacademy.com,2004,3.5, Graphic Design, YES
750981,Klein, Selene, Georgia, (912) 555-8877, sklein3@alumni.rouxacademy.com,2000,2.05, Fine Art and Visual Culture, YES
634121,Atkinson, Spencer, New York, (929) 555-6168, satkinson3@alumni.rouxacademy.com,2003,3.8, Fine Art and Visual Culture, YES
648508,Dudley, Sharron, Connecticut, (475) 555-7567, sdudley@alumni.rouxacademy.com,2001,3.59, Photography, NO
73037,Weiss, Ester, Arkansas, (479) 555-5001, eweiss2@alumni.rouxacademy.com,2002,3.25, Graphic Design, YES
435157,Dorsey, Joseph, California, (657) 555-2673, jdorsey2@alumni.rouxacademy.com,2005,3.6, Photography, NO
878862,Bender, Carlena, California, (213) 555-7778, cbender2@alumni.rouxacademy.com,2002,2.18, Graphic Design, YES
348956,Duke, Adolph, Missouri, (573) 555-1472, aduke4@alumni.rouxacademy.com,2008,2.65, Fine Art and Visual Culture, YES
304713,Morrow, Candy, Oklahoma, (405) 555-9711, cmorrow4@alumni.rouxacademy.com,2005,2.4, Fine Art and Visual Culture, YES
449647,Ramirez, Cassey, Tennessee, (423) 555-6689, cramirez@alumni.rouxacademy.com,2003,3.5, Photography, YES
119638,Hancock, Chandra, Florida, (407) 555-9318, chancock4@alumni.rouxacademy.com,2002,2.74, Fine Art and Visual Culture, YES
542603,Caldwell, Niesha, Ohio, (740) 555-1644, ncaldwell@alumni.rouxacademy.com,2008,3.63, Fine Art and Visual Culture, YES
469286,May, Terrance, Michigan, (906) 555-3208, tmay2@alumni.rouxacademy.com,2006,2.15, Fashion and Textile Design, NO
964401,Jennings, Modesta, Florida, (786) 555-3429, mjennings@alumni.rouxacademy.com,2011,3.72, Animation, YES
977852,Patel, Tilda, New York, (845) 555-5997, tpatel4@alumni.rouxacademy.com,2005,3.39, Photography, NO
269764,Sears, Lady, New York, (631) 555-9659, lsears@alumni.rouxacademy.com,2002,3.79, Photography, NO
8759,Sanford, Jaleesa, Pennsylvania, (814) 555-3430, jsanford4@alumni.rouxacademy.com,2001,2.75, Photography, NO
483046,Blankenship, Thersa, Texas, (940) 555-6769, tblankenship2@alumni.rouxacademy.com,2001,2.24, Photography, NO
996381,Blevins, Isaura, Texas, (430) 555-9662, iblevins@alumni.rouxacademy.com,2003,3.35, Fine Art and Visual Culture, YES
583110,Merrill, Merrilee, Massachusetts, (339) 555-0678, mmerrill6@alumni.rouxacademy.com,2004,2.32, Fashion and Textile Design, YES
109304,Ryan, Evelin, Georgia, (762) 555-6211, eryan3@alumni.rouxacademy.com,2006,2.93, Photography, NO
769388,Walls, Arcelia, Michigan, (313) 555-8688, awalls4@alumni.rouxacademy.com,2008,3.13, Animation, NO
763767,Irwin, Suzan, New York, (929) 555-0645, sirwin3@alumni.rouxacademy.com,2011,3.42, Fashion and Textile Design, YES
852008,Mccarty, Stan, California, (714) 555-0000, smccarty2@alumni.rouxacademy.com,2005,3.18, Fashion and Textile Design, NO
933634,Marquez, Pearline, Georgia, (912) 555-0493, pmarquez2@alumni.rouxacademy.com,2001,2.68, Photography, YES
85074,Holt, Deonna, California, (415) 555-6779, dholt2@alumni.rouxacademy.com,2007,2.91, Animation, NO
919995,Rodgers, Nathaniel, Tennessee, (931) 555-7753, nrodgers@alumni.rouxacademy.com,2006,2.2, Graphic Design, NO
583558,Lamb, Francisco, Tennessee, (865) 555-7366, flamb@alumni.rouxacademy.com,2005,3.8, Photography, YES
546924,Holland, Dwain, Tennessee, (931) 555-2896, dholland3@alumni.rouxacademy.com,2001,3.85, Photography, YES
200788,Joseph, Ashanti, South Carolina, (843) 555-3106, ajoseph2@alumni.rouxacademy.com,2007,3.89, Photography, YES
615512,Stewart, Matilda, Michigan, (734) 555-5718, mstewart3@alumni.rouxacademy.com,2010,3.82, Fine Art and Visual Culture, NO
276860,Rocha, Letty, Georgia, (404) 555-6976, lrocha2@alumni.rouxacademy.com,2007,2.46, Photography, NO
950218,Duncan, Chi, Georgia, (770) 555-6284, cduncan2@alumni.rouxacademy.com,2011,3.41, Fine Art and Visual Culture, NO
833215,Mercado, Rosaura, Iowa, (563) 555-5686, rmercado@alumni.rouxacademy.com,2009,2.61, Animation, NO
52609,Mccall, Thea, Louisiana, (985) 555-2308, tmccall@alumni.rouxacademy.com,2005,3.41, Fine Art and Visual Culture, NO
810908,Calhoun, Lynsey, Illinois, (872) 555-2237, lcalhoun3@alumni.rouxacademy.com,2004,3.54, Photography, YES
764260,Leach, Harlan, Colorado, (720) 555-3538, hleach@alumni.rouxacademy.com,2002,2.08, Fine Art and Visual Culture, NO
73416,Neal, Laraine, Wisconsin, (920) 555-3447, lneal3@alumni.rouxacademy.com,2007,3.05, Photography, NO
305313,Molina, Deb, California, (415) 555-8740, dmolina4@alumni.rouxacademy.com,2004,2.58, Photography, YES
936027,Rojas, Tanika, New Jersey, (848) 555-4160, trojas@alumni.rouxacademy.com,2008,3.29, Animation, YES
953072,Serrano, Thea, Minnesota, (651) 555-5047, tserrano3@alumni.rouxacademy.com,2003,3.89, Animation, NO
521343,Holden, Merlene, Michigan, (517) 555-3487, mholden3@alumni.rouxacademy.com,2009,2.48, Fine Art and Visual Culture, NO
70641,Burch, Annabelle, Ohio, (614) 555-6434, aburch@alumni.rouxacademy.com,2000,3.05, Fashion and Textile Design, YES
777385,Clemons, Bong, Texas, (817) 555-4741, bclemons@alumni.rouxacademy.com,2008,2.88, Fashion and Textile Design, YES
377733,Shepherd, Trent, Kansas, (620) 555-2647, tshepherd3@alumni.rouxacademy.com,2006,2.41, Fine Art and Visual Culture, NO
177839,Franco, Graham, Massachusetts, (413) 555-3110, gfranco@alumni.rouxacademy.com,2011,3.3, Fashion and Textile Design, YES
353205,Copeland, Patsy, Virginia, (434) 555-3756, pcopeland@alumni.rouxacademy.com,2003,3.01, Graphic Design, YES
453413,Velez, Hwa, North Carolina, (704) 555-0253, hvelez2@alumni.rouxacademy.com,2011,3.31, Photography, NO
430159,Wilkerson, Augustine, South Carolina, (843) 555-7570, awilkerson3@alumni.rouxacademy.com,2005,3.52, Graphic Design, NO
219376,King, Jenelle, Massachusetts, (781) 555-9992, jking3@alumni.rouxacademy.com,2009,2.67, Fine Art and Visual Culture, YES
563479,Bentley, Benito, Florida, (754) 555-9545, bbentley3@alumni.rouxacademy.com,2010,3.55, Fashion and Textile Design, NO
214194,Weber, Tommie, Minnesota, (763) 555-5662, tweber@alumni.rouxacademy.com,2003,3.17, Fine Art and Visual Culture, YES
860817,Higgins, Cari, Illinois, (331) 555-7226, chiggins2@alumni.rouxacademy.com,2010,3.21, Animation, YES
36736,Petersen, Louann, Pennsylvania, (215) 555-4974, lpetersen3@alumni.rouxacademy.com,2007,2.48, Fine Art and Visual Culture, YES
620770,Mcknight, Sandi, Minnesota, (320) 555-0635, smcknight2@alumni.rouxacademy.com,2001,2.69, Fine Art and Visual Culture, YES
673710,Garrison, Lauri, Illinois, (309) 555-3594, lgarrison2@alumni.rouxacademy.com,2010,2.37, Photography, NO
799298,Morrow, Demetra, California, (619) 555-9995, dmorrow@alumni.rouxacademy.com,2010,3.4, Fine Art and Visual Culture, YES
391011,Guerra, Shonta, Minnesota, (612) 555-2984, sguerra2@alumni.rouxacademy.com,2003,3.41, Animation, NO
210167,Petersen, Mikaela, Texas, (830) 555-9679, mpetersen2@alumni.rouxacademy.com,2007,2.45, Animation, NO
709305,Watts, Leta, Georgia, (912) 555-9634, lwatts@alumni.rouxacademy.com,2002,3.43, Fine Art and Visual Culture, NO
746805,Washington, Henriette, Minnesota, (651) 555-2794, hwashington3@alumni.rouxacademy.com,2005,3.23, Fashion and Textile Design, NO
733834,Flynn, Dong, Ohio, (330) 555-5792, dflynn2@alumni.rouxacademy.com,2010,2.33, Graphic Design, NO
592263,Shannon, Magdalen, Georgia, (678) 555-9336, mshannon2@alumni.rouxacademy.com,2011,2.12, Graphic Design, NO
784321,Morris, Elayne, Pennsylvania, (215) 555-4937, emorris2@alumni.rouxacademy.com,2005,2.41, Photography, NO
902483,Solis, Ollie, Pennsylvania, (267) 555-7431, osolis@alumni.rouxacademy.com,2011,2.33, Animation, YES
659795,Harvey, Ali, Ohio, (330) 555-3543, aharvey@alumni.rouxacademy.com,2002,3.16, Animation, NO
827191,Pacheco, Shella, Texas, (254) 555-1760, spacheco4@alumni.rouxacademy.com,2003,3.72, Fashion and Textile Design, NO
950219,Mccormick, Miquel, West Virginia, (681) 555-5613, mmccormick5@alumni.rouxacademy.com,2001,2.34, Fine Art and Visual Culture, NO
972807,Moran, Kennith, Georgia, (470) 555-0933, kmoran@alumni.rouxacademy.com,2010,3.68, Graphic Design, NO
982227,Vargas, Deena, Mississippi, (769) 555-7999, dvargas2@alumni.rouxacademy.com,2010,2.09, Fine Art and Visual Culture, YES
85445,Page, Sebrina, Indiana, (317) 555-4223, spage@alumni.rouxacademy.com,2004,3.96, Fashion and Textile Design, YES
799121,Melendez, Vanna, Georgia, (478) 555-6859, vmelendez2@alumni.rouxacademy.com,2008,3.12, Graphic Design, YES
64861,Aguilar, Flora, Connecticut, (203) 555-9663, faguilar2@alumni.rouxacademy.com,2005,3.14, Animation, YES
677352,Arnold, Madalene, Florida, (386) 555-6369, marnold@alumni.rouxacademy.com,2005,2.5, Photography, YES
507900,Combs, Anton, Georgia, (404) 555-6399, acombs2@alumni.rouxacademy.com,2006,3.59, Fashion and Textile Design, NO
78844,Glover, Simon, Michigan, (810) 555-6342, sglover5@alumni.rouxacademy.com,2011,2.23, Fashion and Textile Design, NO
460069,Beck, Vicky, Indiana, (260) 555-5163, vbeck3@alumni.rouxacademy.com,2001,2.75, Graphic Design, YES
384734,Humphrey, Dolly, Minnesota, (320) 555-1592, dhumphrey@alumni.rouxacademy.com,2003,3.24, Fine Art and Visual Culture, YES
693249,Gonzalez, Lashandra, Ohio, (234) 555-0712, lgonzalez3@alumni.rouxacademy.com,2006,2.43, Fashion and Textile Design, YES
554452,Pacheco, Lelia, Missouri, (660) 555-4480, lpacheco6@alumni.rouxacademy.com,2005,3.51, Graphic Design, NO
841774,Cruz, Christopher, California, (858) 555-4714, ccruz3@alumni.rouxacademy.com,2002,3.71, Photography, NO
126974,Oconnor, Gregg, Indiana, (765) 555-8510, goconnor2@alumni.rouxacademy.com,2001,2.39, Graphic Design, YES
934746,Richmond, Roberta, Texas, (432) 555-5010, rrichmond2@alumni.rouxacademy.com,2008,2.42, Fine Art and Visual Culture, YES
787219,Reeves, Johnette, Nebraska, (308) 555-6722, jreeves2@alumni.rouxacademy.com,2000,2.67, Fashion and Textile Design, YES
269946,Calhoun, Monserrate, Ohio, (330) 555-5807, mcalhoun3@alumni.rouxacademy.com,2010,2.7, Photography, NO
648769,Casey, Ashley, Nebraska, (402) 555-2133, acasey@alumni.rouxacademy.com,2002,2.98, Fine Art and Visual Culture, YES
293302,Cunningham, Shaniqua, Florida, (904) 555-6572, scunningham@alumni.rouxacademy.com,2011,2.16, Fine Art and Visual Culture, YES
511366,Scott, Lauralee, Alabama, (334) 555-6615, lscott@alumni.rouxacademy.com,2011,3.09, Photography, NO
791151,Saunders, Ken, California, (707) 555-5471, ksaunders@alumni.rouxacademy.com,2010,2.58, Graphic Design, NO
353282,Hinton, Markita, North Carolina, (252) 555-3093, mhinton@alumni.rouxacademy.com,2010,3.95, Animation, NO
267616,Mcdonald, Mika, Georgia, (770) 555-6917, mmcdonald2@alumni.rouxacademy.com,2003,2.96, Fine Art and Visual Culture, NO
845344,Bradshaw, Monica, New Mexico, (575) 555-4292, mbradshaw2@alumni.rouxacademy.com,2003,2.32, Fine Art and Visual Culture, YES
829696,Finley, Loriann, California, (510) 555-0587, lfinley4@alumni.rouxacademy.com,2010,3.85, Fashion and Textile Design, YES
557318,Burks, Philomena, Virginia, (804) 555-1914, pburks2@alumni.rouxacademy.com,2004,2.93, Animation, YES
313610,Bruce, Merna, Virginia, (571) 555-6330, mbruce4@alumni.rouxacademy.com,2003,3.26, Animation, NO
5816,Cameron, Michele, Indiana, (317) 555-8027, mcameron4@alumni.rouxacademy.com,2003,2.27, Fine Art and Visual Culture, NO
919561,Larson, Marissa, North Carolina, (919) 555-1036, mlarson2@alumni.rouxacademy.com,2009,3.31, Fashion and Textile Design, YES
219559,Edwards, Eden, Virginia, (434) 555-1307, eedwards2@alumni.rouxacademy.com,2002,3.52, Photography, YES
654381,Burris, Edythe, Kansas, (620) 555-9956, eburris3@alumni.rouxacademy.com,2003,2.06, Animation, YES
63142,Parks, Adelle, Wisconsin, (262) 555-4994, aparks@alumni.rouxacademy.com,2011,3.85, Fashion and Textile Design, NO
263064,Robles, Elsa, Ohio, (740) 555-3238, erobles2@alumni.rouxacademy.com,2009,3.98, Graphic Design, YES
290130,Peterson, Macy, Virginia, (434) 555-3537, mpeterson4@alumni.rouxacademy.com,2005,2.88, Animation, YES
302446,Bush, Genie, Pennsylvania, (412) 555-9520, gbush@alumni.rouxacademy.com,2006,3.11, Photography, YES
855987,Carlson, Beth, Texas, (979) 555-1905, bcarlson@alumni.rouxacademy.com,2004,3.99, Graphic Design, NO
294318,Rutledge, Iona, Oregon, (503) 555-0248, irutledge@alumni.rouxacademy.com,2006,3.09, Photography, YES
214617,Abbott, Meggan, Connecticut, (203) 555-3790, mabbott@alumni.rouxacademy.com,2005,3.03, Fashion and Textile Design, NO
486354,Stone, Lissette, Arizona, (928) 555-1241, lstone5@alumni.rouxacademy.com,2004,3.69, Fashion and Textile Design, NO
40183,Underwood, Jaquelyn, Maryland, (443) 555-2923, junderwood3@alumni.rouxacademy.com,2003,3.77, Photography, NO
580216,Willis, Patria, New York, (315) 555-4520, pwillis@alumni.rouxacademy.com,2009,2.75, Photography, NO
493079,Pollard, Myrtice, Virginia, (540) 555-7708, mpollard2@alumni.rouxacademy.com,2006,2.8, Animation, YES
29642,Klein, Elizabet, California, (323) 555-3815, eklein2@alumni.rouxacademy.com,2000,3.38, Graphic Design, YES
71936,Garza, Krystal, South Carolina, (864) 555-6829, kgarza2@alumni.rouxacademy.com,2002,3.15, Fine Art and Visual Culture, NO
301935,Nash, Clara, Iowa, (563) 555-4686, cnash2@alumni.rouxacademy.com,2005,2.07, Fashion and Textile Design, NO
263917,Navarro, Jesusa, Ohio, (937) 555-1158, jnavarro2@alumni.rouxacademy.com,2007,3.48, Fashion and Textile Design, YES
310789,Mosley, Herschel, Arkansas, (501) 555-9139, hmosley@alumni.rouxacademy.com,2009,2.41, Fashion and Textile Design, YES
974818,Mcbride, Drew, Texas, (903) 555-5899, dmcbride@alumni.rouxacademy.com,2005,2.64, Fashion and Textile Design, NO
828337,Vasquez, Darnell, Georgia, (678) 555-9283, dvasquez@alumni.rouxacademy.com,2005,3.58, Fine Art and Visual Culture, YES
211990,Becker, Delmar, Texas, (956) 555-3438, dbecker2@alumni.rouxacademy.com,2010,2.63, Animation, YES
94630,Tran, Lindsay, Virginia, (703) 555-6999, ltran3@alumni.rouxacademy.com,2011,3.14, Graphic Design, YES
63373,Strong, Maxie, Washington, (206) 555-5160, mstrong5@alumni.rouxacademy.com,2002,3.34, Fine Art and Visual Culture, NO
677741,Odom, Caroyln, Texas, (817) 555-0276, codom5@alumni.rouxacademy.com,2010,2.14, Graphic Design, NO
815162,Hoffman, Ruthe, Missouri, (660) 555-8738, rhoffman3@alumni.rouxacademy.com,2002,3.17, Graphic Design, YES
315709,Herman, James, Florida, (813) 555-5762, jherman2@alumni.rouxacademy.com,2006,2.5, Animation, YES
657473,Roberson, Bambi, Massachusetts, (774) 555-8644, broberson@alumni.rouxacademy.com,2008,2.26, Photography, NO
293472,Kline, Mckinley, Delaware, (302) 555-7718, mkline3@alumni.rouxacademy.com,2008,3.25, Fine Art and Visual Culture, NO
94274,Sharp, Adriane, Massachusetts, (978) 555-9984, asharp3@alumni.rouxacademy.com,2008,3.75, Fine Art and Visual Culture, YES
262334,Craft, Celeste, Indiana, (765) 555-8394, ccraft3@alumni.rouxacademy.com,2008,3.49, Photography, YES
547109,Farmer, Solange, Michigan, (313) 555-5031, sfarmer5@alumni.rouxacademy.com,2006,3.67, Photography, NO
782828,Mcneil, Vannesa, Georgia, (678) 555-0257, vmcneil2@alumni.rouxacademy.com,2001,2.96, Graphic Design, NO
360356,Owens, Antonia, North Carolina, (919) 555-9772, aowens2@alumni.rouxacademy.com,2004,3.1, Animation, YES
538246,Eaton, Aracely, Illinois, (312) 555-5583, aeaton5@alumni.rouxacademy.com,2004,3.73, Graphic Design, NO
265942,Barr, Oliver, Pennsylvania, (717) 555-4568, obarr@alumni.rouxacademy.com,2001,3.38, Graphic Design, NO
945134,Livingston, Catrina, Ohio, (330) 555-8717, clivingston2@alumni.rouxacademy.com,2008,2.56, Photography, YES
372488,Hobbs, Janyce, Tennessee, (731) 555-0237, jhobbs2@alumni.rouxacademy.com,2007,2.18, Fine Art and Visual Culture, YES
406346,Daugherty, Estell, Pennsylvania, (724) 555-4130, edaugherty2@alumni.rouxacademy.com,2009,2.3, Graphic Design, YES
65863,Talley, Glinda, Pennsylvania, (484) 555-9461, gtalley2@alumni.rouxacademy.com,2009,2.57, Animation, YES
96428,Underwood, Sam, Massachusetts, (508) 555-5247, sunderwood2@alumni.rouxacademy.com,2006,3.81, Photography, NO
426164,Gentry, Dia, Wisconsin, (608) 555-0273, dgentry2@alumni.rouxacademy.com,2008,2.01, Graphic Design, NO
728143,Lane, Venita, Arkansas, (479) 555-4342, vlane@alumni.rouxacademy.com,2008,2.75, Animation, NO
797750,Hewitt, Parthenia, Illinois, (224) 555-2307, phewitt@alumni.rouxacademy.com,2006,3.83, Animation, NO
210594,Glenn, Verena, Texas, (469) 555-9676, vglenn3@alumni.rouxacademy.com,2004,3.55, Animation, NO
559422,Hendricks, Damon, Pennsylvania, (215) 555-2933, dhendricks3@alumni.rouxacademy.com,2007,3.38, Fashion and Textile Design, NO
789487,Huber, Kendra, Michigan, (989) 555-0627, khuber2@alumni.rouxacademy.com,2006,2.32, Fashion and Textile Design, NO
58198,Marshall, Bess, Pennsylvania, (878) 555-6883, bmarshall2@alumni.rouxacademy.com,2001,3.78, Photography, YES
614050,Chang, Elane, California, (858) 555-1317, echang@alumni.rouxacademy.com,2009,3.41, Graphic Design, YES
783020,Kelley, Jessi, Missouri, (816) 555-4556, jkelley3@alumni.rouxacademy.com,2003,2.9, Animation, YES
478298,Gordon, Melvin, Arizona, (623) 555-6762, mgordon3@alumni.rouxacademy.com,2006,2.15, Fine Art and Visual Culture, NO
833578,Hart, Quintin, Tennessee, (731) 555-2143, qhart@alumni.rouxacademy.com,2008,3.83, Fine Art and Visual Culture, YES
98834,Ochoa, Divina, Minnesota, (763) 555-8165, dochoa@alumni.rouxacademy.com,2004,2.11, Fine Art and Visual Culture, YES
299949,Weber, Toni, Missouri, (816) 555-8310, tweber2@alumni.rouxacademy.com,2010,2.1, Fashion and Textile Design, YES
998194,Mercer, Kori, Minnesota, (612) 555-0091, kmercer@alumni.rouxacademy.com,2003,3.9, Photography, NO
206679,Lewis, Darla, Oregon, (458) 555-8307, dlewis@alumni.rouxacademy.com,2000,2.89, Photography, NO
559864,Bernard, Shea, Wisconsin, (715) 555-3461, sbernard3@alumni.rouxacademy.com,2001,3.09, Photography, NO
569790,May, Janita, Maryland, (410) 555-5062, jmay2@alumni.rouxacademy.com,2002,2.53, Animation, NO
521249,Ferrell, Lenita, Arizona, (623) 555-9310, lferrell4@alumni.rouxacademy.com,2004,3.14, Fashion and Textile Design, YES
85996,Gillespie, Karin, Montana, (406) 555-4781, kgillespie@alumni.rouxacademy.com,2011,2.14, Animation, NO
459141,Aguilar, Maybell, Missouri, (816) 555-5040, maguilar4@alumni.rouxacademy.com,2009,3.89, Fine Art and Visual Culture, NO
604285,Wilkinson, Shawana, Florida, (305) 555-1165, swilkinson@alumni.rouxacademy.com,2008,2.03, Fine Art and Visual Culture, YES
593930,Rasmussen, Renato, California, (951) 555-3679, rrasmussen@alumni.rouxacademy.com,2007,2.67, Fine Art and Visual Culture, NO
775886,Crosby, Kirby, New Jersey, (201) 555-7300, kcrosby2@alumni.rouxacademy.com,2006,3.15, Graphic Design, YES
710779,Kramer, Angelic, South Carolina, (843) 555-2007, akramer4@alumni.rouxacademy.com,2005,3.55, Photography, NO
456662,Dixon, Randall, Georgia, (678) 555-5158, rdixon3@alumni.rouxacademy.com,2003,3.77, Fine Art and Visual Culture, YES
472897,Rivera, Angel, Texas, (512) 555-0145, arivera3@alumni.rouxacademy.com,2003,2.38, Graphic Design, NO
855982,Fulton, Dennis, Pennsylvania, (724) 555-1502, dfulton@alumni.rouxacademy.com,2006,2.69, Photography, YES
938712,Melendez, Felix, Connecticut, (203) 555-9312, fmelendez2@alumni.rouxacademy.com,2004,2.07, Photography, YES
311642,Dotson, Yuk, New York, (607) 555-0329, ydotson@alumni.rouxacademy.com,2006,2.98, Fashion and Textile Design, YES
472289,Stephens, Cherri, Minnesota, (612) 555-1648, cstephens2@alumni.rouxacademy.com,2002,3.66, Graphic Design, NO
624196,Ramos, Sharie, Georgia, (478) 555-2679, sramos@alumni.rouxacademy.com,2002,3.5, Photography, YES
393905,Bean, Risa, Kentucky, (270) 555-7942, rbean5@alumni.rouxacademy.com,2011,3.73, Fashion and Textile Design, NO
728481,Goodwin, Palma, New York, (516) 555-5899, pgoodwin@alumni.rouxacademy.com,2007,2.92, Graphic Design, NO
195851,Mays, Malena, California, (559) 555-0452, mmays2@alumni.rouxacademy.com,2010,2.48, Fine Art and Visual Culture, NO
293623,Rogers, Mayra, Ohio, (513) 555-8786, mrogers3@alumni.rouxacademy.com,2007,3.91, Fashion and Textile Design, NO
223043,Schmidt, Ellis, California, (925) 555-8790, eschmidt2@alumni.rouxacademy.com,2008,2.99, Photography, NO
620183,Alvarado, Shea, Florida, (813) 555-6730, salvarado@alumni.rouxacademy.com,2003,2.9, Graphic Design, YES
829950,Conway, Jona, Florida, (305) 555-2030, jconway4@alumni.rouxacademy.com,2011,3.88, Fine Art and Visual Culture, NO
921266,Rodriguez, Zonia, Georgia, (706) 555-7184, zrodriguez@alumni.rouxacademy.com,2003,2.09, Animation, NO
836541,Knapp, Yadira, Kansas, (785) 555-3861, yknapp@alumni.rouxacademy.com,2001,2.34, Fine Art and Visual Culture, NO
